418	48
408	99
439	111
393	28
433	114
379	56
364	101
349	56
332	100
316	64
300	95
292	353
285	32
284	355
271	64
283	111
269	108
257	113
233	111
257	403
264	402
240	108
275	401
250	114
284	402
262	119
297	403
276	119
307	404
293	122
322	405
311	124
337	406
331	122
352	406
351	124
364	405
370	120
377	405
387	118
388	404
