1110	36
1012	34
914	138
982	49
1073	128
827	86
760	146
826	207
701	272
701	338
712	404
742	460
775	498
819	526
864	537
913	527
496	206
975	506
402	206
1009	464
1088	432
1136	380
1184	320
1216	256
1245	192
1234	131
1204	78
1154	45
1072	32
974	33
874	198
897	50
802	88
853	223
752	148
725	220
723	288
726	352
744	415
1011	852
363	447
